REF_DATE,GEO,DGUID,Measure,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Jan-23,"Halifax, Nova Scotia",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927824,2.7.1,15.22,,,,2
Mar-23,"Halifax, Nova Scotia",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927824,2.7.1,25.48,,,,2
May-23,"Halifax, Nova Scotia",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927824,2.7.1,22.36,,,,2
Jan-22,"Halifax, Nova Scotia",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927829,2.8.1,12.98,,,,2
Feb-22,"Halifax, Nova Scotia",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927829,2.8.1,22.10,,,,2
Mar-22,"Halifax, Nova Scotia",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927829,2.8.1,15.40,,,,2
Apr-22,"Halifax, Nova Scotia",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927829,2.8.1,19.64,,,,2
May-22,"Halifax, Nova Scotia",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927829,2.8.1,10.64,,,,2
Jun-22,"Halifax, Nova Scotia",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927829,2.8.1,25.36,,,,2
Jul-22,"Halifax, Nova Scotia",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927829,2.8.1,30.30,,,,2
Aug-22,"Halifax, Nova Scotia",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927829,2.8.1,32.94,,,,2
Sep-22,"Halifax, Nova Scotia",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927829,2.8.1,38.68,,,,2
Oct-22,"Halifax, Nova Scotia",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927829,2.8.1,26.74,,,,2
Nov-22,"Halifax, Nova Scotia",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927829,2.8.1,36.92,,,,2
Dec-22,"Halifax, Nova Scotia",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927829,2.8.1,22.14,,,,2
Jan-23,"Halifax, Nova Scotia",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927829,2.8.1,28.54,,,,2
Mar-23,"Halifax, Nova Scotia",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927829,2.8.1,31.84,,,,2
May-23,"Halifax, Nova Scotia",,Methamphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927829,2.8.1,36.56,,,,2
Jan-22,"Halifax, Nova Scotia",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927834,2.9.1,125.82,,,,2
Feb-22,"Halifax, Nova Scotia",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927834,2.9.1,113.16,,,,2
Mar-22,"Halifax, Nova Scotia",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927834,2.9.1,120.80,,,,2
Apr-22,"Halifax, Nova Scotia",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927834,2.9.1,141.28,,,,2
May-22,"Halifax, Nova Scotia",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927834,2.9.1,153.34,,,,2
Jun-22,"Halifax, Nova Scotia",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927834,2.9.1,130.16,,,,2
Jul-22,"Halifax, Nova Scotia",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927834,2.9.1,136.66,,,,2
Aug-22,"Halifax, Nova Scotia",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927834,2.9.1,146.96,,,,2
Sep-22,"Halifax, Nova Scotia",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927834,2.9.1,154.40,,,,2
Oct-22,"Halifax, Nova Scotia",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927834,2.9.1,162.24,,,,2
Nov-22,"Halifax, Nova Scotia",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927834,2.9.1,151.18,,,,2
Dec-22,"Halifax, Nova Scotia",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927834,2.9.1,155.42,,,,2
Jan-23,"Halifax, Nova Scotia",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927834,2.9.1,117.10,,,,2
Mar-23,"Halifax, Nova Scotia",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927834,2.9.1,143.90,,,,2
May-23,"Halifax, Nova Scotia",,Morphine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927834,2.9.1,148.26,,,,2
Jan-22,"Halifax, Nova Scotia",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927839,2.10.1,4.98,,,,2
Feb-22,"Halifax, Nova Scotia",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927839,2.10.1,6.08,,,,2
Mar-22,"Halifax, Nova Scotia",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927839,2.10.1,3.12,,,,2
Apr-22,"Halifax, Nova Scotia",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927839,2.10.1,5.34,E,,,2
May-22,"Halifax, Nova Scotia",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927839,2.10.1,5.70,,,,2
Jun-22,"Halifax, Nova Scotia",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927839,2.10.1,6.10,,,,2
Jul-22,"Halifax, Nova Scotia",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927839,2.10.1,7.22,,,,2
Aug-22,"Halifax, Nova Scotia",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927839,2.10.1,6.80,,,,2
Sep-22,"Halifax, Nova Scotia",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927839,2.10.1,5.58,,,,2
Oct-22,"Halifax, Nova Scotia",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927839,2.10.1,4.06,,,,2
Nov-22,"Halifax, Nova Scotia",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927839,2.10.1,5.98,,,,2
Dec-22,"Halifax, Nova Scotia",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927839,2.10.1,5.28,,,,2
Jan-23,"Halifax, Nova Scotia",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927839,2.10.1,2.86,,,,2
Mar-23,"Halifax, Nova Scotia",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927839,2.10.1,5.38,,,,2
May-23,"Halifax, Nova Scotia",,Oxycodone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927839,2.10.1,3.80,,,,2
Jan-22,"Montreal, Quebec",,Amphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927844,3.1.1,277.44,,,,2
Feb-22,"Montreal, Quebec",,Amphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927844,3.1.1,129.46,,,,2
Mar-22,"Montreal, Quebec",,Amphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927844,3.1.1,127.12,,,,2
Apr-22,"Montreal, Quebec",,Amphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927844,3.1.1,159.62,,,,2
May-22,"Montreal, Quebec",,Amphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927844,3.1.1,114.34,,,,2
Jun-22,"Montreal, Quebec",,Amphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927844,3.1.1,315.70,,,,2
Jul-22,"Montreal, Quebec",,Amphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927844,3.1.1,76.96,,,,2
Aug-22,"Montreal, Quebec",,Amphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927844,3.1.1,108.58,,,,2
Sep-22,"Montreal, Quebec",,Amphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927844,3.1.1,135.34,,,,2
Oct-22,"Montreal, Quebec",,Amphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927844,3.1.1,198.16,,,,2
Nov-22,"Montreal, Quebec",,Amphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927844,3.1.1,122.96,,,,2
Dec-22,"Montreal, Quebec",,Amphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927844,3.1.1,139.12,,,,2
Jan-23,"Montreal, Quebec",,Amphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927844,3.1.1,77.64,,,,2
Mar-23,"Montreal, Quebec",,Amphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927844,3.1.1,61.90,E,,,2
May-23,"Montreal, Quebec",,Amphetamine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927844,3.1.1,228.84,,,,2
Jan-22,"Montreal, Quebec",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927849,3.2.1,296.38,,,,2
Feb-22,"Montreal, Quebec",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927849,3.2.1,289.38,,,,2
Mar-22,"Montreal, Quebec",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927849,3.2.1,252.12,,,,2
Apr-22,"Montreal, Quebec",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927849,3.2.1,294.64,,,,2
May-22,"Montreal, Quebec",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927849,3.2.1,379.82,,,,2
Jun-22,"Montreal, Quebec",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927849,3.2.1,410.50,,,,2
Jul-22,"Montreal, Quebec",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927849,3.2.1,339.56,,,,2
Aug-22,"Montreal, Quebec",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927849,3.2.1,331.62,,,,2
Sep-22,"Montreal, Quebec",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927849,3.2.1,342.54,,,,2
Oct-22,"Montreal, Quebec",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927849,3.2.1,401.68,,,,2
Nov-22,"Montreal, Quebec",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927849,3.2.1,337.88,,,,2
Dec-22,"Montreal, Quebec",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927849,3.2.1,323.08,,,,2
Jan-23,"Montreal, Quebec",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927849,3.2.1,339.12,,,,2
Mar-23,"Montreal, Quebec",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927849,3.2.1,338.72,E,,,2
May-23,"Montreal, Quebec",,Cannabis (THC-COOH),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927849,3.2.1,317.62,,,,2
Jan-22,"Montreal, Quebec",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927854,3.3.1,1345.74,,,,2
Feb-22,"Montreal, Quebec",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927854,3.3.1,825.82,,,,2
Mar-22,"Montreal, Quebec",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927854,3.3.1,1102.84,,,,2
Apr-22,"Montreal, Quebec",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927854,3.3.1,1202.44,,,,2
May-22,"Montreal, Quebec",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927854,3.3.1,1317.80,,,,2
Jun-22,"Montreal, Quebec",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927854,3.3.1,1391.64,,,,2
Jul-22,"Montreal, Quebec",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927854,3.3.1,1089.24,,,,2
Aug-22,"Montreal, Quebec",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927854,3.3.1,1129.24,,,,2
Sep-22,"Montreal, Quebec",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927854,3.3.1,1172.26,,,,2
Oct-22,"Montreal, Quebec",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927854,3.3.1,1349.26,,,,2
Nov-22,"Montreal, Quebec",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927854,3.3.1,1205.14,,,,2
Dec-22,"Montreal, Quebec",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927854,3.3.1,1309.70,,,,2
Jan-23,"Montreal, Quebec",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927854,3.3.1,1133.40,,,,2
Mar-23,"Montreal, Quebec",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927854,3.3.1,1239.44,,,,2
May-23,"Montreal, Quebec",,Cocaine (Benzoylecgonine),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927854,3.3.1,1314.58,,,,2
Jan-22,"Montreal, Quebec",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927859,3.4.1,36.88,,,,2
Feb-22,"Montreal, Quebec",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927859,3.4.1,17.04,,,,2
Mar-22,"Montreal, Quebec",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927859,3.4.1,16.52,,,,2
Apr-22,"Montreal, Quebec",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927859,3.4.1,18.30,,,,2
May-22,"Montreal, Quebec",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927859,3.4.1,35.40,,,,2
Jun-22,"Montreal, Quebec",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927859,3.4.1,37.64,,,,2
Jul-22,"Montreal, Quebec",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927859,3.4.1,33.12,,,,2
Aug-22,"Montreal, Quebec",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927859,3.4.1,37.16,,,,2
Sep-22,"Montreal, Quebec",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927859,3.4.1,41.58,,,,2
Oct-22,"Montreal, Quebec",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927859,3.4.1,37.28,,,,2
Nov-22,"Montreal, Quebec",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927859,3.4.1,25.66,,,,2
Dec-22,"Montreal, Quebec",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927859,3.4.1,36.50,,,,2
Jan-23,"Montreal, Quebec",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927859,3.4.1,28.30,,,,2
Mar-23,"Montreal, Quebec",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927859,3.4.1,21.26,,,,2
May-23,"Montreal, Quebec",,Codeine,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927859,3.4.1,23.78,,,,2
Jan-22,"Montreal, Quebec",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927864,3.5.1,7.34,,,,2
Feb-22,"Montreal, Quebec",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927864,3.5.1,8.32,,,,2
Mar-22,"Montreal, Quebec",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927864,3.5.1,13.46,,,,2
Apr-22,"Montreal, Quebec",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927864,3.5.1,13.50,,,,2
May-22,"Montreal, Quebec",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927864,3.5.1,16.32,,,,2
Jun-22,"Montreal, Quebec",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927864,3.5.1,19.26,,,,2
Jul-22,"Montreal, Quebec",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927864,3.5.1,15.98,,,,2
Aug-22,"Montreal, Quebec",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927864,3.5.1,46.06,,,,2
Sep-22,"Montreal, Quebec",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927864,3.5.1,27.64,,,,2
Oct-22,"Montreal, Quebec",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927864,3.5.1,37.48,,,,2
Nov-22,"Montreal, Quebec",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927864,3.5.1,53.00,,,,2
Dec-22,"Montreal, Quebec",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927864,3.5.1,30.12,,,,2
Jan-23,"Montreal, Quebec",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927864,3.5.1,19.62,,,,2
Mar-23,"Montreal, Quebec",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927864,3.5.1,29.70,,,,2
May-23,"Montreal, Quebec",,Ecstasy (MDMA),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927864,3.5.1,53.46,,,,2
Jan-22,"Montreal, Quebec",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927869,3.6.1,0.14,,,,2
Feb-22,"Montreal, Quebec",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927869,3.6.1,2.32,,,,2
Mar-22,"Montreal, Quebec",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927869,3.6.1,0.32,E,,,2
Apr-22,"Montreal, Quebec",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927869,3.6.1,0.28,,,,2
May-22,"Montreal, Quebec",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927869,3.6.1,0.18,E,,,2
Jun-22,"Montreal, Quebec",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927869,3.6.1,0.24,,,,2
Jul-22,"Montreal, Quebec",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927869,3.6.1,0.16,,,,2
Aug-22,"Montreal, Quebec",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927869,3.6.1,0.20,,,,2
Sep-22,"Montreal, Quebec",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927869,3.6.1,0.20,,,,2
Oct-22,"Montreal, Quebec",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927869,3.6.1,0.18,,,,2
Nov-22,"Montreal, Quebec",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927869,3.6.1,0.18,,,,2
Dec-22,"Montreal, Quebec",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927869,3.6.1,0.16,,,,2
Jan-23,"Montreal, Quebec",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927869,3.6.1,0.16,E,,,2
Mar-23,"Montreal, Quebec",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927869,3.6.1,0.16,E,,,2
May-23,"Montreal, Quebec",,Fentanyl (Norfentanyl),Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927869,3.6.1,0.18,,,,2
Jan-22,"Montreal, Quebec",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927874,3.7.1,3.26,,,,2
Feb-22,"Montreal, Quebec",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927874,3.7.1,10.94,,,,2
Mar-22,"Montreal, Quebec",,Methadone,Load per capita (milligrams per one thousand people per day),Milligrams per one thousand people per day (mg/1000 people/day),442,units,0,v1566927874,3.7.1,6.42,,,,2
